width,height,mean,std,label
17,19,0.216836735,0.412353546,2
17,19,0.206632653,0.405148082,2
19,11,0.135204082,0.342159708,2
19,18,0.165816327,0.372153097,2
18,19,0.264030612,0.441097064,2
19,18,0.297193878,0.457314369,2
16,19,0.158163265,0.365126957,2
19,13,0.159438776,0.366318457,2
19,17,0.198979592,0.399487513,2
19,19,0.288265306,0.453244358,2
11,19,0.145408163,0.352736917,2
19,19,0.19005102,0.392591674,2
15,19,0.218112245,0.413227656,2
19,11,0.144132653,0.351448399,2
19,19,0.219387755,0.414095987,2
19,19,0.272959184,0.445764421,2
14,19,0.191326531,0.393596607,2
15,19,0.172193878,0.37778988,2
15,19,0.211734694,0.408798571,2
19,19,0.380102041,0.48572153,2
11,19,0.139030612,0.34619933,2
19,19,0.262755102,0.440411466,2
19,19,0.232142857,0.422469176,2
19,19,0.230867347,0.421656725,2
17,19,0.155612245,0.362718743,2
19,19,0.25,0.433289122,2
15,19,0.209183673,0.406985425,2
19,19,0.18877551,0.391580001,2
15,19,0.18494898,0.388504021,2
17,19,0.200255102,0.400446668,2
19,19,0.269132653,0.443792161,2
19,19,0.18877551,0.391580001,2
19,19,0.181122449,0.385365449,2
19,19,0.25127551,0.434023507,2
19,15,0.168367347,0.374431046,2
19,19,0.205357143,0.404220234,2
15,19,0.176020408,0.381080643,2
19,19,0.241071429,0.428006606,2
14,19,0.183673469,0.387464859,2
17,19,0.192602041,0.394594853,2
19,16,0.255102041,0.436196834,2
17,19,0.262755102,0.440411466,2
15,19,0.218112245,0.413227656,2
15,19,0.133928571,0.340792968,2
19,19,0.235969388,0.424874203,2
18,19,0.266581633,0.442454028,2
19,18,0.230867347,0.421656725,2
16,19,0.269132653,0.443792161,2
15,19,0.18877551,0.391580001,2
19,19,0.223214286,0.416666667,2
19,19,0.214285714,0.410587841,2
15,19,0.210459184,0.407895002,2
17,19,0.233418367,0.423276218,2
19,19,0.253826531,0.435477337,2
19,19,0.196428571,0.397549968,2
19,19,0.266581633,0.442454028,2
19,19,0.260204082,0.439025927,2
19,19,0.174744898,0.379991176,2
14,19,0.176020408,0.381080643,2
18,19,0.225765306,0.418352209,2
15,19,0.151785714,0.359042113,2
19,19,0.258928571,0.43832594,2
19,15,0.174744898,0.379991176,2
19,18,0.253826531,0.435477337,2
19,15,0.165816327,0.372153097,2
19,17,0.246173469,0.43105579,2
17,19,0.25255102,0.434752903,2
16,19,0.165816327,0.372153097,2
19,15,0.18494898,0.388504021,2
19,17,0.295918367,0.456745859,2
16,19,0.223214286,0.416666667,2
19,18,0.275510204,0.447056209,2
15,19,0.193877551,0.395586462,2
19,19,0.211734694,0.408798571,2
16,19,0.192602041,0.394594853,2
19,17,0.198979592,0.399487513,2
19,19,0.269132653,0.443792161,2
13,19,0.218112245,0.413227656,2
19,19,0.269132653,0.443792161,2
15,19,0.161989796,0.36867665,2
15,19,0.298469388,0.457878616,2
17,19,0.18622449,0.389536228,2
14,19,0.1875,0.390561537,2
19,14,0.204081633,0.403286212,2
18,19,0.197704082,0.398521962,2
19,19,0.201530612,0.401399473,2
19,15,0.177295918,0.382162743,2
18,19,0.292091837,0.455014588,2
17,19,0.224489796,0.417512239,2
19,15,0.146683673,0.354016143,2
19,19,0.224489796,0.417512239,2
19,17,0.246173469,0.43105579,2
19,19,0.25255102,0.434752903,2
11,19,0.116071429,0.320515031,2
19,19,0.197704082,0.398521962,2
19,18,0.165816327,0.372153097,2
19,19,0.213010204,0.409696171,2
19,16,0.196428571,0.397549968,2
19,15,0.229591837,0.420838835,2
13,19,0.161989796,0.36867665,2
19,18,0.238520408,0.426450921,2
19,19,0.210459184,0.407895002,2
15,19,0.253826531,0.435477337,2
19,16,0.220663265,0.414958576,2
19,19,0.196428571,0.397549968,2
19,15,0.206632653,0.405148082,2
19,11,0.163265306,0.369843502,2
15,19,0.205357143,0.404220234,2
19,19,0.195153061,0.396571484,2
19,13,0.178571429,0.383237536,2
17,19,0.227040816,0.419186609,2
19,19,0.25,0.433289122,2
19,19,0.202806122,0.402345973,2
19,16,0.210459184,0.407895002,2
13,19,0.141581633,0.348843077,2
19,19,0.269132653,0.443792161,2
17,19,0.265306122,0.441777911,2
19,15,0.159438776,0.366318457,2
19,19,0.167091837,0.373295991,2
16,19,0.24744898,0.43180529,2
19,17,0.149234694,0.356547122,2
19,11,0.114795918,0.318978989,2
18,19,0.24872449,0.432549725,2
15,19,0.200255102,0.400446668,2
19,19,0.197704082,0.398521962,2
19,13,0.142857143,0.350150488,2
17,19,0.229591837,0.420838835,2
11,19,0.218112245,0.413227656,2
19,19,0.228316327,0.420015474,2
15,19,0.228316327,0.420015474,2
15,19,0.178571429,0.383237536,2
19,17,0.274234694,0.446412607,2
19,19,0.209183673,0.406985425,2
14,19,0.136479592,0.34351627,2
19,19,0.242346939,0.428776634,2
13,19,0.139030612,0.34619933,2
19,19,0.283163265,0.450822655,2
19,19,0.284438776,0.451434712,2
15,19,0.276785714,0.447695247,2
19,14,0.216836735,0.412353546,2
19,19,0.220663265,0.414958576,2
17,19,0.193877551,0.395586462,2
14,19,0.170918367,0.376677921,2
19,17,0.161989796,0.36867665,2
18,19,0.197704082,0.398521962,2
13,19,0.164540816,0.371002292,2
18,19,0.219387755,0.414095987,2
19,19,0.289540816,0.453838791,2
19,19,0.31122449,0.463289952,2
13,19,0.161989796,0.36867665,2
15,19,0.219387755,0.414095987,2
18,19,0.255102041,0.436196834,2
19,19,0.258928571,0.43832594,2
19,17,0.233418367,0.423276218,2
19,19,0.221938776,0.415815457,2
19,19,0.269132653,0.443792161,2
15,19,0.198979592,0.399487513,2
10,19,0.109693878,0.312707303,2
19,17,0.200255102,0.400446668,2
17,19,0.255102041,0.436196834,2
19,15,0.198979592,0.399487513,2
17,19,0.161989796,0.36867665,2
17,19,0.205357143,0.404220234,2
19,11,0.146683673,0.354016143,2
19,15,0.169642857,0.375558333,2
17,19,0.304846939,0.460636438,2
17,19,0.202806122,0.402345973,2
13,19,0.229591837,0.420838835,2
19,18,0.241071429,0.428006606,2
17,19,0.211734694,0.408798571,2
17,19,0.201530612,0.401399473,2
19,19,0.155612245,0.362718743,2
19,19,0.232142857,0.422469176,2
14,19,0.241071429,0.428006606,2
19,19,0.225765306,0.418352209,2
14,19,0.168367347,0.374431046,2
19,19,0.178571429,0.383237536,2
19,18,0.284438776,0.451434712,2
19,17,0.293367347,0.455595985,2
19,17,0.225765306,0.418352209,2
15,19,0.234693878,0.424077884,2
14,19,0.176020408,0.381080643,2
17,19,0.205357143,0.404220234,2
19,19,0.280612245,0.449585173,2
13,19,0.204081633,0.403286212,2
16,19,0.1875,0.390561537,2
18,19,0.246173469,0.43105579,2
19,15,0.214285714,0.410587841,2
19,13,0.155612245,0.362718743,2
18,19,0.246173469,0.43105579,2
19,19,0.218112245,0.413227656,2
13,19,0.155612245,0.362718743,2
19,18,0.224489796,0.417512239,2
18,19,0.232142857,0.422469176,2
19,19,0.183673469,0.387464859,2
17,19,0.25255102,0.434752903,2
19,19,0.173469388,0.378894276,2
19,17,0.25127551,0.434023507,2
14,19,0.167091837,0.373295991,2
19,13,0.108418367,0.311106538,2
15,19,0.204081633,0.403286212,2
15,19,0.200255102,0.400446668,2
18,19,0.209183673,0.406985425,2
19,19,0.237244898,0.425665205,2
18,19,0.256377551,0.436911417,2
19,18,0.204081633,0.403286212,2
19,16,0.219387755,0.414095987,2
19,19,0.266581633,0.442454028,2
15,19,0.141581633,0.348843077,2
19,19,0.204081633,0.403286212,2
19,14,0.183673469,0.387464859,2
19,19,0.229591837,0.420838835,2
9,19,0.149234694,0.356547122,2
17,19,0.118622449,0.323550135,2
19,19,0.257653061,0.437621111,2
13,19,0.178571429,0.383237536,2
19,19,0.257653061,0.437621111,2
19,19,0.177295918,0.382162743,2
19,19,0.223214286,0.416666667,2
15,19,0.234693878,0.424077884,2
15,19,0.204081633,0.403286212,2
19,16,0.179846939,0.384305085,2
19,11,0.132653061,0.339415924,2
13,19,0.154336735,0.361501861,2
17,19,0.169642857,0.375558333,2
19,15,0.141581633,0.348843077,2
19,19,0.221938776,0.415815457,2
17,19,0.170918367,0.376677921,2
15,19,0.25255102,0.434752903,2
19,19,0.213010204,0.409696171,2
19,19,0.228316327,0.420015474,2
16,19,0.257653061,0.437621111,2
15,19,0.216836735,0.412353546,2
19,14,0.168367347,0.374431046,2
14,19,0.145408163,0.352736917,2
17,19,0.232142857,0.422469176,2
12,19,0.221938776,0.415815457,2
16,19,0.160714286,0.367501662,2
16,19,0.195153061,0.396571484,2
19,19,0.233418367,0.423276218,2
19,19,0.211734694,0.408798571,2
15,19,0.24744898,0.43180529,2
19,16,0.221938776,0.415815457,2
18,19,0.220663265,0.414958576,2
17,19,0.260204082,0.439025927,2
19,19,0.229591837,0.420838835,2
19,19,0.265306122,0.441777911,2
14,19,0.18494898,0.388504021,2
19,19,0.204081633,0.403286212,2
17,19,0.233418367,0.423276218,2
13,19,0.139030612,0.34619933,2
14,19,0.204081633,0.403286212,2
19,19,0.235969388,0.424874203,2
19,19,0.271683673,0.445111632,2
13,19,0.146683673,0.354016143,2
19,18,0.219387755,0.414095987,2
16,19,0.255102041,0.436196834,2
19,17,0.213010204,0.409696171,2
19,19,0.289540816,0.453838791,2
18,19,0.267857143,0.443125437,2
17,19,0.207908163,0.406069798,2
19,19,0.228316327,0.420015474,2
17,19,0.216836735,0.412353546,2
11,19,0.156887755,0.36392708,2
19,15,0.215561224,0.41147362,2
19,13,0.167091837,0.373295991,2
18,19,0.232142857,0.422469176,2
18,19,0.224489796,0.417512239,2
17,19,0.211734694,0.408798571,2
19,17,0.181122449,0.385365449,2
19,17,0.228316327,0.420015474,2
19,17,0.209183673,0.406985425,2
19,17,0.205357143,0.404220234,2
13,19,0.170918367,0.376677921,2
13,19,0.18622449,0.389536228,2
16,19,0.253826531,0.435477337,2
12,19,0.200255102,0.400446668,2
13,19,0.173469388,0.378894276,2
16,19,0.297193878,0.457314369,2
19,11,0.133928571,0.340792968,2
19,19,0.177295918,0.382162743,2
19,19,0.275510204,0.447056209,2
19,17,0.1875,0.390561537,2
17,19,0.200255102,0.400446668,2
17,19,0.261479592,0.439721094,2
10,19,0.150510204,0.357799069,2
18,19,0.295918367,0.456745859,2
19,19,0.238520408,0.426450921,2
19,19,0.170918367,0.376677921,2
13,19,0.155612245,0.362718743,2
19,18,0.25,0.433289122,2
19,17,0.209183673,0.406985425,2
19,15,0.210459184,0.407895002,2
17,19,0.204081633,0.403286212,2
11,19,0.167091837,0.373295991,2
19,17,0.243622449,0.429541489,2
19,15,0.19005102,0.392591674,2
19,19,0.234693878,0.424077884,2
19,19,0.281887755,0.450206148,2
17,19,0.257653061,0.437621111,2
19,19,0.262755102,0.440411466,2
15,19,0.158163265,0.365126957,2
17,19,0.25127551,0.434023507,2
18,19,0.233418367,0.423276218,2
19,19,0.216836735,0.412353546,2
19,19,0.306122449,0.461175427,2
19,19,0.229591837,0.420838835,2
19,19,0.267857143,0.443125437,2
19,19,0.215561224,0.41147362,2
19,19,0.267857143,0.443125437,2
19,17,0.169642857,0.375558333,2
19,19,0.224489796,0.417512239,2
19,19,0.221938776,0.415815457,2
19,19,0.229591837,0.420838835,2
17,19,0.196428571,0.397549968,2
17,19,0.256377551,0.436911417,2
19,19,0.230867347,0.421656725,2
17,19,0.19005102,0.392591674,2
19,19,0.294642857,0.45617307,2
17,19,0.209183673,0.406985425,2
19,18,0.223214286,0.416666667,2
13,19,0.209183673,0.406985425,2
15,19,0.178571429,0.383237536,2
15,19,0.232142857,0.422469176,2
15,19,0.210459184,0.407895002,2
15,19,0.221938776,0.415815457,2
17,19,0.153061224,0.360276347,2
19,19,0.242346939,0.428776634,2
17,19,0.237244898,0.425665205,2
13,19,0.178571429,0.383237536,2
15,19,0.135204082,0.342159708,2
19,13,0.131377551,0.338028452,2
17,19,0.167091837,0.373295991,2
19,19,0.266581633,0.442454028,2
17,19,0.165816327,0.372153097,2
19,13,0.156887755,0.36392708,2
19,19,0.25,0.433289122,2
11,19,0.150510204,0.357799069,2
19,19,0.279336735,0.44895971,2
19,19,0.244897959,0.430301198,2
19,19,0.258928571,0.43832594,2
18,19,0.198979592,0.399487513,2
16,19,0.260204082,0.439025927,2
19,17,0.229591837,0.420838835,2
19,19,0.24872449,0.432549725,2
19,14,0.234693878,0.424077884,2
17,19,0.229591837,0.420838835,2
19,18,0.243622449,0.429541489,2
15,19,0.242346939,0.428776634,2
17,19,0.209183673,0.406985425,2
13,19,0.167091837,0.373295991,2
19,19,0.302295918,0.45954593,2
15,19,0.207908163,0.406069798,2
13,19,0.177295918,0.382162743,2
19,11,0.132653061,0.339415924,2
19,19,0.256377551,0.436911417,2
19,19,0.216836735,0.412353546,2
15,19,0.168367347,0.374431046,2
15,19,0.197704082,0.398521962,2
11,19,0.144132653,0.351448399,2
19,19,0.210459184,0.407895002,2
19,19,0.261479592,0.439721094,2
19,19,0.19005102,0.392591674,2
19,19,0.192602041,0.394594853,2
15,19,0.214285714,0.410587841,2
13,19,0.153061224,0.360276347,2
19,19,0.214285714,0.410587841,2
19,19,0.329081633,0.470179633,2
15,19,0.209183673,0.406985425,2
19,18,0.219387755,0.414095987,2
19,16,0.224489796,0.417512239,2
19,19,0.229591837,0.420838835,2
19,17,0.221938776,0.415815457,2
19,19,0.275510204,0.447056209,2
19,19,0.146683673,0.354016143,2
17,19,0.244897959,0.430301198,2
19,18,0.25255102,0.434752903,2
15,19,0.202806122,0.402345973,2
17,19,0.201530612,0.401399473,2
13,19,0.140306122,0.347526061,2
13,19,0.177295918,0.382162743,2
15,19,0.133928571,0.340792968,2
19,19,0.182397959,0.386418688,2
17,19,0.246173469,0.43105579,2
16,19,0.237244898,0.425665205,2
19,18,0.233418367,0.423276218,2
19,19,0.209183673,0.406985425,2
17,19,0.25255102,0.434752903,2
15,19,0.220663265,0.414958576,2
16,19,0.243622449,0.429541489,2
19,19,0.241071429,0.428006606,2
19,17,0.229591837,0.420838835,2
17,19,0.232142857,0.422469176,2
17,19,0.18494898,0.388504021,2
19,13,0.136479592,0.34351627,2
19,19,0.256377551,0.436911417,2
15,19,0.210459184,0.407895002,2
19,17,0.201530612,0.401399473,2
11,19,0.146683673,0.354016143,2
19,19,0.25127551,0.434023507,2
19,19,0.19005102,0.392591674,2
19,19,0.207908163,0.406069798,2
17,19,0.216836735,0.412353546,2
15,19,0.176020408,0.381080643,2
19,15,0.167091837,0.373295991,2
18,19,0.24744898,0.43180529,2
19,19,0.182397959,0.386418688,2
19,19,0.234693878,0.424077884,2
17,19,0.241071429,0.428006606,2
19,19,0.210459184,0.407895002,2
15,19,0.216836735,0.412353546,2
19,19,0.221938776,0.415815457,2
19,17,0.183673469,0.387464859,2
19,16,0.210459184,0.407895002,2
19,19,0.261479592,0.439721094,2
14,19,0.215561224,0.41147362,2
19,19,0.229591837,0.420838835,2
19,18,0.191326531,0.393596607,2
19,19,0.239795918,0.427231378,2
19,18,0.293367347,0.455595985,2
19,19,0.174744898,0.379991176,2
16,19,0.221938776,0.415815457,2
18,19,0.191326531,0.393596607,2
18,19,0.18877551,0.391580001,2
16,19,0.256377551,0.436911417,2
18,19,0.209183673,0.406985425,2
15,19,0.192602041,0.394594853,2
14,19,0.210459184,0.407895002,2
19,13,0.174744898,0.379991176,2
17,19,0.197704082,0.398521962,2
19,15,0.179846939,0.384305085,2
17,19,0.183673469,0.387464859,2
15,19,0.193877551,0.395586462,2
19,19,0.266581633,0.442454028,2
19,19,0.193877551,0.395586462,2
19,14,0.213010204,0.409696171,2
19,19,0.223214286,0.416666667,2
19,17,0.198979592,0.399487513,2
19,14,0.172193878,0.37778988,2
13,19,0.229591837,0.420838835,2
19,19,0.193877551,0.395586462,2
19,18,0.198979592,0.399487513,2
19,19,0.205357143,0.404220234,2
11,19,0.135204082,0.342159708,2
19,19,0.232142857,0.422469176,2
13,19,0.146683673,0.354016143,2
17,19,0.18877551,0.391580001,2
19,19,0.288265306,0.453244358,2
13,19,0.132653061,0.339415924,2
19,19,0.267857143,0.443125437,2
15,19,0.200255102,0.400446668,2
19,17,0.213010204,0.409696171,2
17,19,0.228316327,0.420015474,2
16,19,0.284438776,0.451434712,2
19,19,0.284438776,0.451434712,2
18,19,0.213010204,0.409696171,2
19,19,0.206632653,0.405148082,2
15,19,0.235969388,0.424874203,2
17,19,0.154336735,0.361501861,2
19,19,0.156887755,0.36392708,2
13,19,0.192602041,0.394594853,2
19,17,0.206632653,0.405148082,2
17,19,0.168367347,0.374431046,2
19,13,0.176020408,0.381080643,2
16,19,0.235969388,0.424874203,2
19,17,0.238520408,0.426450921,2
19,19,0.264030612,0.441097064,2
15,19,0.182397959,0.386418688,2
14,19,0.183673469,0.387464859,2
19,19,0.258928571,0.43832594,2
19,19,0.206632653,0.405148082,2
17,19,0.178571429,0.383237536,2
18,19,0.303571429,0.460093277,2
15,19,0.163265306,0.369843502,2
15,19,0.196428571,0.397549968,2
15,19,0.197704082,0.398521962,2
19,19,0.272959184,0.445764421,2
18,19,0.266581633,0.442454028,2
19,17,0.210459184,0.407895002,2
19,9,0.132653061,0.339415924,2
11,19,0.200255102,0.400446668,2
17,19,0.200255102,0.400446668,2
16,19,0.181122449,0.385365449,2
18,19,0.18494898,0.388504021,2
17,19,0.210459184,0.407895002,2
16,19,0.241071429,0.428006606,2
19,19,0.201530612,0.401399473,2
19,15,0.219387755,0.414095987,2
19,19,0.201530612,0.401399473,2
19,17,0.172193878,0.37778988,2
13,19,0.165816327,0.372153097,2
17,19,0.182397959,0.386418688,2
19,19,0.253826531,0.435477337,2
16,19,0.230867347,0.421656725,2
15,19,0.227040816,0.419186609,2
19,15,0.128826531,0.335221702,2
19,19,0.295918367,0.456745859,2
15,19,0.191326531,0.393596607,2
17,19,0.233418367,0.423276218,2
19,19,0.227040816,0.419186609,2
18,19,0.224489796,0.417512239,2
11,19,0.206632653,0.405148082,2
18,19,0.216836735,0.412353546,2
19,19,0.316326531,0.465338861,2
19,18,0.224489796,0.417512239,2
19,19,0.214285714,0.410587841,2
12,19,0.146683673,0.354016143,2
19,13,0.173469388,0.378894276,2
19,19,0.207908163,0.406069798,2
19,19,0.227040816,0.419186609,2
14,19,0.178571429,0.383237536,2
19,19,0.270408163,0.444454218,2
19,19,0.275510204,0.447056209,2
19,15,0.174744898,0.379991176,2
15,19,0.215561224,0.41147362,2
19,19,0.298469388,0.457878616,2
19,17,0.204081633,0.403286212,2
13,19,0.176020408,0.381080643,2
19,15,0.149234694,0.356547122,2
17,19,0.216836735,0.412353546,2
13,19,0.144132653,0.351448399,2
19,19,0.227040816,0.419186609,2
19,19,0.147959184,0.355286179,2
18,19,0.230867347,0.421656725,2
16,19,0.213010204,0.409696171,2
19,17,0.214285714,0.410587841,2
13,19,0.182397959,0.386418688,2
19,13,0.177295918,0.382162743,2
17,19,0.176020408,0.381080643,2
15,19,0.207908163,0.406069798,2
19,17,0.224489796,0.417512239,2
15,19,0.165816327,0.372153097,2
14,19,0.161989796,0.36867665,2
15,19,0.201530612,0.401399473,2
19,19,0.196428571,0.397549968,2
13,19,0.18877551,0.391580001,2
19,19,0.269132653,0.443792161,2
19,11,0.145408163,0.352736917,2
19,19,0.225765306,0.418352209,2
19,19,0.214285714,0.410587841,2
17,19,0.224489796,0.417512239,2
17,19,0.227040816,0.419186609,2
10,19,0.114795918,0.318978989,2
19,15,0.224489796,0.417512239,2
19,14,0.154336735,0.361501861,2
15,19,0.25127551,0.434023507,2
19,15,0.18494898,0.388504021,2
19,19,0.209183673,0.406985425,2
19,19,0.295918367,0.456745859,2
19,18,0.242346939,0.428776634,2
19,19,0.275510204,0.447056209,2
19,19,0.243622449,0.429541489,2
19,17,0.244897959,0.430301198,2
19,19,0.25127551,0.434023507,2
19,17,0.168367347,0.374431046,2
13,19,0.141581633,0.348843077,2
19,19,0.269132653,0.443792161,2
17,19,0.265306122,0.441777911,2
17,19,0.239795918,0.427231378,2
16,19,0.161989796,0.36867665,2
19,19,0.229591837,0.420838835,2
15,19,0.164540816,0.371002292,2
19,17,0.253826531,0.435477337,2
15,19,0.170918367,0.376677921,2
19,19,0.191326531,0.393596607,2
16,19,0.213010204,0.409696171,2
17,19,0.227040816,0.419186609,2
19,19,0.234693878,0.424077884,2
13,19,0.207908163,0.406069798,2
19,19,0.284438776,0.451434712,2
19,17,0.159438776,0.366318457,2
19,18,0.204081633,0.403286212,2
19,11,0.135204082,0.342159708,2
19,19,0.271683673,0.445111632,2
19,19,0.25127551,0.434023507,2
19,19,0.191326531,0.393596607,2
14,19,0.221938776,0.415815457,2
19,15,0.243622449,0.429541489,2
14,19,0.167091837,0.373295991,2
14,19,0.183673469,0.387464859,2
17,19,0.242346939,0.428776634,2
18,19,0.261479592,0.439721094,2
19,19,0.298469388,0.457878616,2
19,19,0.272959184,0.445764421,2
18,19,0.25255102,0.434752903,2
16,19,0.201530612,0.401399473,2
19,19,0.283163265,0.450822655,2
16,19,0.281887755,0.450206148,2
19,19,0.258928571,0.43832594,2
17,19,0.233418367,0.423276218,2
18,19,0.275510204,0.447056209,2
15,19,0.25127551,0.434023507,2
19,19,0.269132653,0.443792161,2
19,14,0.181122449,0.385365449,2
12,19,0.136479592,0.34351627,2
17,19,0.197704082,0.398521962,2
18,19,0.266581633,0.442454028,2
19,17,0.218112245,0.413227656,2
13,19,0.149234694,0.356547122,2
15,19,0.228316327,0.420015474,2
19,19,0.216836735,0.412353546,2
19,11,0.118622449,0.323550135,2
19,19,0.219387755,0.414095987,2
11,19,0.177295918,0.382162743,2
17,19,0.172193878,0.37778988,2
19,19,0.228316327,0.420015474,2
18,19,0.261479592,0.439721094,2
19,15,0.204081633,0.403286212,2
19,19,0.272959184,0.445764421,2
19,19,0.220663265,0.414958576,2
19,19,0.1875,0.390561537,2
17,19,0.235969388,0.424874203,2
17,19,0.228316327,0.420015474,2
19,19,0.237244898,0.425665205,2
19,19,0.274234694,0.446412607,2
15,19,0.198979592,0.399487513,2
17,19,0.224489796,0.417512239,2
19,19,0.274234694,0.446412607,2
19,17,0.256377551,0.436911417,2
19,17,0.205357143,0.404220234,2
19,17,0.201530612,0.401399473,2
17,19,0.198979592,0.399487513,2
19,17,0.232142857,0.422469176,2
19,17,0.260204082,0.439025927,2
17,19,0.205357143,0.404220234,2
19,19,0.200255102,0.400446668,2
19,17,0.1875,0.390561537,2
13,19,0.170918367,0.376677921,2
19,19,0.227040816,0.419186609,2
17,19,0.219387755,0.414095987,2
19,19,0.18877551,0.391580001,2
19,19,0.243622449,0.429541489,2
15,19,0.179846939,0.384305085,2
19,17,0.209183673,0.406985425,2
15,19,0.271683673,0.445111632,2
19,17,0.275510204,0.447056209,2
19,19,0.25,0.433289122,2
15,19,0.235969388,0.424874203,2
19,19,0.275510204,0.447056209,2
17,19,0.276785714,0.447695247,2
19,19,0.289540816,0.453838791,2
18,19,0.182397959,0.386418688,2
19,19,0.216836735,0.412353546,2
19,19,0.181122449,0.385365449,2
15,19,0.19005102,0.392591674,2
15,19,0.198979592,0.399487513,2
19,17,0.241071429,0.428006606,2
17,19,0.224489796,0.417512239,2
15,19,0.196428571,0.397549968,2
15,19,0.181122449,0.385365449,2
19,19,0.292091837,0.455014588,2
18,19,0.192602041,0.394594853,2
18,19,0.228316327,0.420015474,2
17,19,0.193877551,0.395586462,2
19,19,0.295918367,0.456745859,2
19,19,0.237244898,0.425665205,2
19,19,0.18877551,0.391580001,2
15,19,0.258928571,0.43832594,2
18,19,0.193877551,0.395586462,2
19,19,0.221938776,0.415815457,2
16,19,0.206632653,0.405148082,2
19,19,0.198979592,0.399487513,2
15,19,0.229591837,0.420838835,2
18,19,0.275510204,0.447056209,2
19,19,0.267857143,0.443125437,2
13,19,0.227040816,0.419186609,2
19,17,0.170918367,0.376677921,2
15,19,0.167091837,0.373295991,2
17,19,0.206632653,0.405148082,2
19,19,0.344387755,0.475471543,2
19,19,0.220663265,0.414958576,2
19,19,0.239795918,0.427231378,2
19,19,0.24744898,0.43180529,2
13,19,0.144132653,0.351448399,2
19,19,0.260204082,0.439025927,2
17,19,0.211734694,0.408798571,2
13,19,0.230867347,0.421656725,2
15,19,0.165816327,0.372153097,2
17,19,0.198979592,0.399487513,2
19,18,0.256377551,0.436911417,2
19,19,0.264030612,0.441097064,2
19,18,0.278061224,0.448329741,2
19,15,0.191326531,0.393596607,2
15,19,0.160714286,0.367501662,2
19,19,0.239795918,0.427231378,2
19,14,0.210459184,0.407895002,2
19,17,0.202806122,0.402345973,2
19,19,0.348214286,0.476708462,2
17,19,0.1875,0.390561537,2
19,19,0.196428571,0.397549968,2
15,19,0.183673469,0.387464859,2
15,19,0.145408163,0.352736917,2
15,19,0.191326531,0.393596607,2
19,19,0.202806122,0.402345973,2
19,11,0.137755102,0.344862771,2
19,19,0.191326531,0.393596607,2
19,19,0.318877551,0.466338982,2
19,17,0.159438776,0.366318457,2
13,19,0.136479592,0.34351627,2
19,19,0.205357143,0.404220234,2
16,19,0.270408163,0.444454218,2
17,19,0.229591837,0.420838835,2
12,19,0.167091837,0.373295991,2
17,19,0.233418367,0.423276218,2
19,17,0.274234694,0.446412607,2
15,19,0.209183673,0.406985425,2
9,19,0.12755102,0.333802157,2
17,19,0.179846939,0.384305085,2
19,19,0.169642857,0.375558333,2
18,19,0.234693878,0.424077884,2
16,19,0.213010204,0.409696171,2
17,19,0.265306122,0.441777911,2
19,15,0.183673469,0.387464859,2
17,19,0.211734694,0.408798571,2
19,19,0.253826531,0.435477337,2
19,19,0.238520408,0.426450921,2
16,19,0.272959184,0.445764421,2
19,17,0.18622449,0.389536228,2
19,17,0.198979592,0.399487513,2
19,19,0.227040816,0.419186609,2
15,19,0.19005102,0.392591674,2
19,16,0.215561224,0.41147362,2
15,19,0.1875,0.390561537,2
17,19,0.25127551,0.434023507,2
19,15,0.137755102,0.344862771,2
19,19,0.260204082,0.439025927,2
15,19,0.193877551,0.395586462,2
17,19,0.229591837,0.420838835,2
16,19,0.198979592,0.399487513,2
19,19,0.266581633,0.442454028,2
19,15,0.176020408,0.381080643,2
19,18,0.229591837,0.420838835,2
11,19,0.151785714,0.359042113,2
19,19,0.308673469,0.462240947,2
15,19,0.193877551,0.395586462,2
17,19,0.205357143,0.404220234,2
19,18,0.206632653,0.405148082,2
15,19,0.193877551,0.395586462,2
19,19,0.204081633,0.403286212,2
19,19,0.223214286,0.416666667,2
19,19,0.204081633,0.403286212,2
19,19,0.229591837,0.420838835,2
19,17,0.210459184,0.407895002,2
15,19,0.18494898,0.388504021,2
19,17,0.202806122,0.402345973,2
17,19,0.221938776,0.415815457,2
11,19,0.12755102,0.333802157,2
17,19,0.178571429,0.383237536,2
19,19,0.230867347,0.421656725,2
17,19,0.206632653,0.405148082,2
15,19,0.201530612,0.401399473,2
19,19,0.173469388,0.378894276,2
16,19,0.211734694,0.408798571,2
19,19,0.244897959,0.430301198,2
16,19,0.220663265,0.414958576,2
14,19,0.18622449,0.389536228,2
17,19,0.176020408,0.381080643,2
17,19,0.204081633,0.403286212,2
15,19,0.213010204,0.409696171,2
19,19,0.197704082,0.398521962,2
13,19,0.155612245,0.362718743,2
19,18,0.292091837,0.455014588,2
19,17,0.239795918,0.427231378,2
19,19,0.278061224,0.448329741,2
19,15,0.112244898,0.315869028,2
19,19,0.317602041,0.465840939,2
15,19,0.195153061,0.396571484,2
19,19,0.266581633,0.442454028,2
17,19,0.302295918,0.45954593,2
19,19,0.241071429,0.428006606,2
19,19,0.238520408,0.426450921,2
15,19,0.142857143,0.350150488,2
19,17,0.272959184,0.445764421,2
17,19,0.255102041,0.436196834,2
12,19,0.145408163,0.352736917,2
19,17,0.211734694,0.408798571,2
12,19,0.158163265,0.365126957,2
17,19,0.164540816,0.371002292,2
